0.0	0.000000E+00	1
0.1	0.000000E+00	1
0.2	0.000000E+00	1
0.3	0.000000E+00	1
0.4	0.000000E+00	1
0.5	0.000000E+00	1
0.6	0.000000E+00	1
0.7	0.000000E+00	1
0.8	0.000000E+00	1
0.9	0.000000E+00	1
1.0	2.156571E-26	1
1.1	2.751017E-10	1
1.2	1.676450E-05	1
1.3	1.379361E-03	1
1.4	1.199995E-02	1
1.5	4.026533E-02	1
1.6	8.451761E-02	1
1.7	1.376672E-01	1
1.8	1.936657E-01	1
1.9	2.490529E-01	1
2.0	3.022140E-01	1
2.1	3.524967E-01	1
2.2	3.996880E-01	1
2.3	4.437674E-01	1
2.4	4.848018E-01	1
2.5	5.229010E-01	1
2.6	5.581979E-01	1
2.7	5.908384E-01	1
2.8	6.209749E-01	1
2.9	6.487625E-01	1
3.0	6.743558E-01	1
3.1	6.979064E-01	1
3.2	7.195617E-01	1
3.3	7.394630E-01	1
3.4	7.577452E-01	1
3.5	7.745361E-01	1
3.6	7.899559E-01	1
3.7	8.041171E-01	1
3.8	8.171251E-01	1
3.9	8.290772E-01	1
4.0	8.400641E-01	1
4.1	8.501691E-01	1
4.2	8.594525E-01	1
4.3	8.666558E-01	1
4.4	8.639316E-01	1
4.5	8.429524E-01	1
4.6	8.054301E-01	1
4.7	7.585038E-01	1
4.8	7.082668E-01	1
4.9	6.582201E-01	1
5.0	6.100158E-01	1
5.1	5.643400E-01	1
5.2	5.214363E-01	1
5.3	4.813529E-01	1
5.4	4.440480E-01	1
5.5	4.094345E-01	1
5.6	3.774003E-01	1
5.7	3.478182E-01	1
5.8	3.205526E-01	1
5.9	2.954636E-01	1
6.0	2.724105E-01	1
6.1	2.512543E-01	1
6.2	2.318590E-01	1
6.3	2.140934E-01	1
6.4	1.978320E-01	1
6.5	1.829556E-01	1
6.6	1.693515E-01	1
6.7	1.569142E-01	1
6.8	1.455448E-01	1
6.9	1.351514E-01	1
7.0	1.256490E-01	1
7.1	1.169589E-01	1
7.2	1.090084E-01	1
7.3	1.017310E-01	1
7.4	9.506567E-02	1
7.5	8.895644E-02	1
7.6	8.335233E-02	1
7.7	7.820681E-02	1
7.8	7.347758E-02	1
7.9	6.912615E-02	1
8.0	6.511763E-02	1
8.1	6.142034E-02	1
8.2	5.800562E-02	1
8.3	5.484753E-02	1
8.4	5.192260E-02	1
8.5	4.920962E-02	1
8.6	4.668946E-02	1
8.7	4.434482E-02	1
8.8	4.216011E-02	1
8.9	4.012125E-02	1
9.0	3.821555E-02	1
9.1	3.643157E-02	1
9.2	3.475896E-02	1
9.3	3.318841E-02	1
9.4	3.171152E-02	1
9.5	3.032070E-02	1
9.6	2.900909E-02	1
9.7	2.777049E-02	1
9.8	2.659932E-02	1
9.9	2.549050E-02	1
10.0	2.443944E-02	1
