0	0.05	1
0.00039	0.05	1
0.00094	0.04	1
0.0015	0.05	1
0.00206	0.06	1
0.00261	0.05	1
0.00317	0.05	1
0.00372	0.06	1
0.00428	0.04	1
0.00483	0.05	1
0.00539	0.04	1
0.00594	0.06	1
0.0065	0.06	1
0.00706	0.06	1
0.00761	0.05	1
0.00817	0.05	1
0.00872	0.05	1
0.00928	0.06	1
0.00983	0.04	1
0.01039	0.06	1
0.01094	0.05	1
0.0115	0.05	1
0.01206	0.05	1
0.01261	0.06	1
0.01317	0.05	1
0.01372	0.06	1
0.01428	0.05	1
0.01483	0.05	1
0.01539	0.04	1
0.01594	0.05	1
0.0165	0.06	1
0.01706	0.04	1
0.01761	0.04	1
0.01817	0.04	1
0.01872	0.05	1
0.01928	0.06	1
0.01983	0.06	1
0.02039	0.05	1
0.02094	0.06	1
0.0215	0.06	1
0.02206	0.06	1
0.02261	0.06	1
0.02317	0.05	1
0.02372	0.05	1
0.02428	0.05	1
0.02483	0.06	1
0.02539	0.06	1
0.02594	0.05	1
0.0265	0.04	1
0.02706	0.05	1
0.02761	0.05	1
0.02817	0.05	1
0.02872	0.06	1
0.02928	0.05	1
0.02983	0.05	1
0.03039	0.04	1
0.03094	0.06	1
0.0315	0.05	1
0.03206	0.05	1
0.03261	0.05	1
0.03317	0.06	1
0.03372	0.05	1
0.03428	0.05	1
0.03483	0.06	1
0.03539	0.05	1
0.03594	0.05	1
0.0365	0.05	1
0.03706	0.04	1
0.03761	0.05	1
0.03817	0.04	1
0.03872	0.06	1
0.03928	0.04	1
0.03983	0.05	1
0.04039	0.05	1
0.04094	0.04	1
0.0415	0.05	1
0.04206	0.06	1
0.04261	0.06	1
0.04317	0.04	1
0.04372	0.05	1
0.04428	0.05	1
0.04483	0.05	1
0.04539	0.05	1
0.04594	0.06	1
0.0465	0.05	1
0.04706	0.06	1
0.04761	0.06	1
0.04817	0.06	1
0.04872	0.05	1
0.04928	0.06	1
0.04983	0.05	1
0.05039	0.06	1
0.05094	0.04	1
0.0515	0.04	1
0.05206	0.05	1
0.05261	0.04	1
0.05317	0.06	1
0.05372	0.05	1
0.05428	0.05	1
0.05483	0.05	1
0.05539	0.05	1
0.05594	0.06	1
0.0565	0.04	1
0.05706	0.06	1
0.05761	0.05	1
0.05817	0.05	1
0.05872	0.05	1
0.05928	0.05	1
0.05983	0.05	1
0.06039	0.06	1
0.06094	0.05	1
0.0615	0.05	1
0.06206	0.05	1
0.06261	0.05	1
0.06317	0.05	1
0.06372	0.05	1
0.06428	0.06	1
0.06483	0.05	1
0.06539	0.05	1
0.06594	0.05	1
0.0665	0.05	1
0.06706	0.05	1
0.06761	0.06	1
0.06817	0.05	1
0.06872	0.05	1
0.06928	0.05	1
0.06983	0.06	1
0.07039	0.05	1
0.07094	0.05	1
0.0715	0.06	1
0.07206	0.04	1
0.07261	0.05	1
0.07317	0.05	1
0.07372	0.05	1
0.07428	0.05	1
0.07483	0.06	1
0.07539	0.06	1
0.07594	0.05	1
0.0765	1.76	1
0.07706	1.76	1
0.07761	3.47	1
0.07817	2.61	1
0.07872	6.01	1
0.07928	9.45	1
0.07983	11.16	1
0.08039	13.71	1
0.08094	19.64	1
0.0815	23.09	1
0.08206	25.67	1
0.08261	27.4	1
0.08317	34.22	1
0.08372	39.28	1
0.08428	40.19	1
0.08483	42.74	1
0.08539	45.3	1
0.08594	49.51	1
0.0865	52.12	1
0.08706	52.96	1
0.08761	54.68	1
0.08817	56.4	1
0.08872	56.37	1
0.08928	56.35	1
0.08983	57.22	1
0.09039	55.56	1
0.09094	54.68	1
0.0915	54.65	1
0.09206	53.81	1
0.09261	52.99	1
0.09317	52.93	1
0.09372	48.62	1
0.09428	47.75	1
0.09483	47.86	1
0.09539	46.19	1
0.09594	42.75	1
0.0965	42.76	1
0.09706	39.31	1
0.09761	38.45	1
0.09817	35.85	1
0.09872	34.2	1
0.09928	32.49	1
0.09983	29.93	1
0.10039	29.1	1
0.10094	28.2	1
0.1015	27.4	1
0.10206	27.37	1
0.10261	25.68	1
0.10317	24.8	1
0.10372	24.76	1
0.10428	23.96	1
0.10483	21.4	1
