0	0.1	1
2.3878	0.1	1
2.3883	0.1	1
2.3889	0.1	1
2.3894	0.1	1
2.39	0.1	1
2.3906	0.1	1
2.3911	0.1	1
2.3917	0.1	1
2.3922	0.1	1
2.3928	0.1	1
2.3956	0.1	1
2.3961	0.1	1
2.3967	0.1	1
2.3972	0.1	1
2.3978	0.1	1
2.3983	0.1	1
2.3989	0.1	1
2.3994	0.1	1
2.4	0.1	1
2.4006	0.1	1
2.4011	0.1	1
2.4017	0.1	1
2.4022	0.1	1
2.4028	0.1	1
2.4033	0.1	1
2.4039	0.1	1
2.405	0.1	1
2.4056	0.1	1
2.4072	0.1	1
2.4078	0.1	1
2.4083	0.1	1
2.4128	0.1	1
2.4133	0.1	1
2.4139	0.1	1
2.4144	0.1	1
4.535	0.1	1
4.5356	0.1	1
4.5361	0.1	1
4.5372	0.1	1
4.5378	0.1	1
4.5383	0.1	1
4.54	0.1	1
4.5406	0.1	1
4.5411	0.1	1
4.5417	0.1	1
4.5433	0.1	1
4.5439	0.1	1
4.5467	0.1	1
4.5472	0.1	1
4.5478	0.1	1
4.5489	0.1	1
4.5494	0.1	1
4.55	0.1	1
4.5506	0.1	1
4.5511	0.1	1
4.5517	0.1	1
4.5522	0.1	1
4.5528	0.1	1
4.5533	0.1	1
4.5544	0.1	1
4.555	0.1	1
4.5556	0.1	1
4.5561	0.1	1
4.5567	0.1	1
4.5572	0.1	1
4.5578	0.1	1
4.5583	0.1	1
4.5589	0.1	1
4.5594	0.1	1
4.56	0.1	1
4.5628	0.1	1
4.5633	0.1	1
4.5639	0.1	1
4.5656	0.1	1
4.5661	0.1	1
4.5672	0.1	1
4.5678	0.1	1
4.5689	0.1	1
4.5694	0.1	1
4.5711	0.1	1
4.5717	0.1	1
4.5722	0.1	1
4.5728	0.1	1
4.5733	0.1	1
4.5739	0.1	1
4.5744	0.1	1
4.575	0.1	1
4.5756	0.1	1
4.5761	0.1	1
4.5767	0.1	1
4.5772	0.1	1
4.5778	0.1	1
4.5783	0.1	1
4.5789	0.1	1
4.5806	0.1	1
4.5811	0.1	1
4.5822	0.1	1
4.5828	0.1	1
4.5839	0.1	1
4.5844	0.1	1
4.585	0.1	1
4.5856	0.1	1
4.5861	0.1	1
4.5867	0.1	1
4.5872	0.1	1
4.5878	0.1	1
4.5883	0.1	1
4.59	0.1	1
4.5906	0.1	1
4.5933	0.1	1
4.5939	0.1	1
4.5944	0.1	1
