RUN           	REACH         	DISPERSION    	AREA          	AREA2         	AREA3         	ALPHA         	ALPHA3        	QLATIN        	Objective Func	Group Number  
0.000000e+000	1.000000e+000	1.000000e-001	3.000000e-001	1.500000e-001	3.000000e-001	1.000000e-004	1.000000e-004	6.380000e-006	2.996065e+000
1.000000e+000	1.000000e+000	1.193457e+000	3.274966e-001	1.637483e-001	7.465403e-002	9.530024e-003	1.612465e-003	6.380000e-006	1.896499e+000
2.000000e+000	1.000000e+000	9.630971e-001	9.657736e-001	4.828868e-001	9.470730e-001	4.811030e-003	8.534829e-004	6.380000e-006	5.622520e+000
3.000000e+000	1.000000e+000	7.584197e-001	6.204185e-001	3.102093e-001	9.338262e-001	3.295218e-003	4.961586e-003	6.380000e-006	5.537400e+000
4.000000e+000	1.000000e+000	9.155196e-001	7.886787e-002	3.943394e-002	1.622948e-001	3.139141e-003	2.061007e-003	6.380000e-006	3.912380e+000
5.000000e+000	1.000000e+000	7.622997e-001	5.881606e-001	2.940803e-001	3.058213e-001	9.081271e-003	1.736944e-003	6.380000e-006	4.507363e+000
6.000000e+000	1.000000e+000	2.255508e-001	9.530101e-001	4.765051e-001	2.712789e-001	2.385642e-003	3.690360e-003	6.380000e-006	6.785293e+000
7.000000e+000	1.000000e+000	1.040472e+000	1.887299e-002	9.436494e-003	6.383147e-001	3.679941e-003	1.225512e-003	6.380000e-006	5.587685e+000
8.000000e+000	1.000000e+000	1.154146e+000	2.541777e-001	1.270889e-001	3.549966e-001	1.843226e-004	1.393925e-003	6.380000e-006	3.319016e+000
9.000000e+000	1.000000e+000	1.398240e+000	7.300171e-001	3.650086e-001	5.679527e-001	3.689969e-003	5.853114e-004	6.380000e-006	4.291218e+000
1.000000e+001	1.000000e+000	4.269073e-001	7.278422e-001	3.639211e-001	6.443277e-001	5.227460e-003	3.813506e-003	6.380000e-006	6.395679e+000
1.100000e+001	1.000000e+000	1.266890e+000	9.988398e-002	4.994199e-002	9.400413e-001	5.139691e-003	5.206951e-004	6.380000e-006	4.685778e+000
1.200000e+001	1.000000e+000	2.334857e-001	6.841574e-001	3.420787e-001	2.322431e-002	4.959816e-003	2.423703e-003	6.380000e-006	4.752206e+000
