0		0.0	1
6.5167          0.0	1
6.5172          0.9	1
6.5656          0.9	1
6.5661          1.8	1
6.6022          1.8	1
6.6028          2.7	1
6.6350          2.7	1
6.6356          3.6	1
6.6656          3.6	1
6.6661          4.5	1
6.6950          4.5	1
6.6956          5.4	1
6.7244          5.4	1
6.7250          6.2	1
6.7556          6.2	1
6.7561          7.1	1
6.7889          7.1	1
6.7894          8.0	1
6.8256          8.0	1
6.8261          8.9	1
6.8644          8.9	1
6.8650          9.8	1
6.9122          9.8	1
6.9128          10.7	1
6.9694          10.6	1
6.9700          11.5	1
7.0389          11.5	1
7.0394          12.4	1
7.1289          12.4	1
7.1294          13.3	1
7.2411          13.3	1
7.2417          14.1	1
7.3939          14.1	1
7.3944          15.0	1
7.6200          14.9	1
7.6206          15.8	1
7.9867          15.7	1
7.9872          16.6	1
8.7128          16.6	1
8.7133          17.5	1
8.8211          17.5	1
8.8217          16.6	1
8.9178          16.6	1
8.9183          15.7	1
8.9622          15.7	1
8.9628          14.9	1
8.9983          14.8	1
8.9989          14.0	1
9.0306          14.0	1
9.0311          13.1	1
9.0617          13.1	1
9.0622          12.2	1
9.0922          12.2	1
9.0928          11.3	1
9.1239          11.4	1
9.1244          10.4	1
9.1578          10.4	1
9.1583          9.6	1
9.1939          9.6	1
9.1944          8.7	1
9.2328          8.7	1
9.2333          7.8	1
9.2778          7.8	1
9.2783          6.9	1
9.3300          6.9	1
9.3306          6.0	1
9.3911          6.0	1
9.3917          5.2	1
9.4700          5.1	1
9.4706          4.3	1
9.5767          4.3	1
9.5772          3.4	1
9.7411          3.4	1
9.7417          2.5	1
10.0289         2.5	1
10.0294         1.6	1
10.6772         1.6	1
10.6778         0.7	1
16.8494         0.7	1
16.8500         0.0	1
20.0000         0.0	1
