RUN           	REACH         	DISPERSION    	AREA          	AREA2         	AREA3         	ALPHA         	ALPHA3        	QLATIN        	Objective Func
0.000000e+000	1.000000e+000	2.000000e-003	1.570000e-001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.600000e-004	1.889713e+001
1.000000e+000	1.000000e+000	2.447725e-001	1.541350e-001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.600000e-004	1.397267e+001
2.000000e+000	1.000000e+000	4.674991e-001	1.781041e-001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.600000e-004	1.302853e+001
3.000000e+000	1.000000e+000	9.529789e-001	1.321135e-001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.600000e-004	1.918032e+001
4.000000e+000	1.000000e+000	3.210432e-001	1.065307e-001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.600000e-004	2.495533e+001
5.000000e+000	1.000000e+000	6.166897e-001	1.480584e-001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.600000e-004	1.654667e+001
6.000000e+000	1.000000e+000	1.694501e-001	1.965428e-001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.600000e-004	1.452565e+001
7.000000e+000	1.000000e+000	9.465651e-001	1.470300e-001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.600000e-004	1.721174e+001
8.000000e+000	1.000000e+000	3.291862e-001	1.992302e-001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.600000e-004	1.400646e+001
9.000000e+000	1.000000e+000	6.167761e-001	1.933158e-001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.600000e-004	1.407614e+001
1.000000e+001	1.000000e+000	3.464080e-001	1.584001e-001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.600000e-004	1.363775e+001
1.100000e+001	1.000000e+000	2.642862e-001	1.671766e-001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.600000e-004	1.135037e+001
1.200000e+001	1.000000e+000	3.853773e-001	1.868806e-001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.600000e-004	1.284414e+001
1.300000e+001	1.000000e+000	1.821643e-001	1.759531e-001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.600000e-004	9.862297e+000
1.400000e+001	1.000000e+000	1.172643e-001	1.438995e-001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.600000e-004	1.905480e+001
1.500000e+001	1.000000e+000	2.762057e-001	1.853975e-001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.600000e-004	1.209681e+001
1.600000e+001	1.000000e+000	2.448589e-001	1.993924e-001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.600000e-004	1.433857e+001
1.700000e+001	1.000000e+000	6.166897e-001	1.480584e-001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.600000e-004	1.654667e+001
1.800000e+001	1.000000e+000	3.378166e-001	1.865589e-001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.600000e-004	1.256722e+001
1.900000e+001	1.000000e+000	5.137259e-001	1.102344e-001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.600000e-004	2.351375e+001
2.000000e+001	1.000000e+000	2.396482e-001	1.734687e-001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.600000e-004	1.067798e+001
2.100000e+001	1.000000e+000	4.839662e-001	1.680967e-001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.600000e-004	1.347238e+001
2.200000e+001	1.000000e+000	9.349854e-002	1.919309e-001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.600000e-004	1.505342e+001
2.300000e+001	1.000000e+000	3.863493e-001	1.740552e-001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.600000e-004	1.242739e+001
2.400000e+001	1.000000e+000	6.107317e-002	1.562491e-001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.600000e-004	1.183882e+001
2.500000e+001	1.000000e+000	3.853773e-001	1.868806e-001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.600000e-004	1.284414e+001
2.600000e+001	1.000000e+000	1.421492e-001	1.639070e-001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.600000e-004	9.318880e+000
2.700000e+001	1.000000e+000	2.388665e-001	1.229795e-001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.600000e-004	2.351525e+001
