RUN           	REACH         	DISPERSION    	AREA          	AREA2         	AREA3         	ALPHA         	ALPHA3        	QLATIN        	Objective Func
0.000000e+000	1.000000e+000	6.000000e-001	2.300000e-001	8.855000e-002	2.000000e-001	4.000000e-003	5.000000e-005	7.300000e-007	3.962483e+000
1.000000e+000	1.000000e+000	1.215353e+000	2.263870e-001	8.715899e-002	7.465403e-002	5.718203e-003	1.612465e-003	7.300000e-007	4.613710e+000
2.000000e+000	1.000000e+000	1.001447e+000	5.809853e-001	2.236794e-001	9.470730e-001	2.888696e-003	8.534829e-004	7.300000e-007	7.377682e+000
3.000000e+000	1.000000e+000	8.113897e-001	3.891214e-001	1.498117e-001	9.338262e-001	1.979815e-003	4.961586e-003	7.300000e-007	8.117253e+000
4.000000e+000	1.000000e+000	9.572682e-001	8.825993e-002	3.398007e-002	1.622948e-001	1.886231e-003	2.061007e-003	7.300000e-007	2.799176e+000
5.000000e+000	1.000000e+000	8.149926e-001	3.712004e-001	1.429121e-001	3.058213e-001	5.449130e-003	1.736944e-003	7.300000e-007	8.253463e+000
6.000000e+000	1.000000e+000	3.165829e-001	5.738945e-001	2.209494e-001	2.712789e-001	1.434434e-003	3.690360e-003	7.300000e-007	1.010225e+001
7.000000e+000	1.000000e+000	1.073296e+000	5.492944e-002	2.114783e-002	6.383147e-001	2.210495e-003	1.225512e-003	7.300000e-007	4.999100e+000
8.000000e+000	1.000000e+000	1.178849e+000	1.856543e-001	7.147690e-002	3.549966e-001	1.145238e-004	1.393925e-003	7.300000e-007	6.684678e+000
9.000000e+000	1.000000e+000	1.405508e+000	4.500095e-001	1.732537e-001	5.679527e-001	2.216508e-003	5.853114e-004	7.300000e-007	7.119214e+000
1.000000e+001	1.000000e+000	5.035568e-001	4.488012e-001	1.727885e-001	6.443277e-001	3.138387e-003	3.813506e-003	7.300000e-007	9.157072e+000
1.100000e+001	1.000000e+000	1.283541e+000	9.993554e-002	3.847518e-002	9.400413e-001	3.085761e-003	5.206951e-004	7.300000e-007	5.206317e+000
1.200000e+001	1.000000e+000	3.239510e-001	4.245319e-001	1.634448e-001	2.322431e-002	2.977908e-003	2.423703e-003	7.300000e-007	9.394139e+000
1.300000e+001	1.000000e+000	8.578303e-001	7.872966e-002	3.031092e-002	9.269884e-001	4.405794e-003	4.547243e-003	7.300000e-007	8.523771e+000
1.400000e+001	1.000000e+000	8.490808e-001	9.740041e-002	3.749916e-002	4.755501e-001	3.698989e-003	3.617362e-003	7.300000e-007	7.666873e+000
1.500000e+001	1.000000e+000	8.962204e-001	1.811672e-001	6.974935e-002	2.374975e-001	3.635301e-004	4.750081e-003	7.300000e-007	6.639799e+000
1.600000e+001	1.000000e+000	4.238375e-001	2.213496e-001	8.521959e-002	1.404353e-001	5.249061e-003	4.920820e-003	7.300000e-007	9.410392e+000
1.700000e+001	1.000000e+000	6.815936e-001	5.029817e-002	1.936479e-002	1.203135e-001	1.590015e-003	1.380194e-003	7.300000e-007	1.673808e+000
1.800000e+001	1.000000e+000	1.196847e+000	3.176995e-001	1.223143e-001	4.147976e-001	4.165132e-003	3.248434e-003	7.300000e-007	7.781472e+000
1.900000e+001	1.000000e+000	4.002240e-001	4.518755e-001	1.739721e-001	5.887593e-001	3.531636e-003	8.008619e-004	7.300000e-007	8.801700e+000
2.000000e+001	1.000000e+000	8.015048e-001	5.019198e-001	1.932391e-001	8.478172e-001	3.197175e-003	3.566810e-003	7.300000e-007	7.944652e+000
2.100000e+001	1.000000e+000	7.568487e-001	3.060526e-001	1.178302e-001	5.065047e-001	1.193590e-003	4.835062e-003	7.300000e-007	8.766526e+000
2.200000e+001	1.000000e+000	2.580310e-001	1.100944e-001	4.238634e-002	3.813992e-001	1.517727e-003	2.232627e-003	7.300000e-007	7.281331e+000
2.300000e+001	1.000000e+000	4.053485e-001	2.069095e-001	7.966016e-002	8.708770e-001	5.042993e-003	3.938370e-003	7.300000e-007	1.050446e+001
2.400000e+001	1.000000e+000	1.381713e+000	3.721387e-001	1.432734e-001	9.733925e-001	4.355217e-003	4.985032e-003	7.300000e-007	7.774263e+000
2.500000e+001	1.000000e+000	5.772345e-001	5.005073e-001	1.926953e-001	6.856359e-001	3.819952e-004	3.802845e-003	7.300000e-007	8.211086e+000
2.600000e+001	1.000000e+000	3.469121e-001	2.252596e-001	8.672494e-002	6.180434e-001	2.094168e-003	4.249828e-003	7.300000e-007	1.069054e+001
2.700000e+001	1.000000e+000	9.959571e-001	2.770474e-001	1.066632e-001	1.628801e-001	3.006551e-003	4.263810e-003	7.300000e-007	6.813909e+000
2.800000e+001	1.000000e+000	7.328588e-001	5.185166e-001	1.996289e-001	2.652795e-002	2.771011e-004	2.224831e-003	7.300000e-007	7.153565e+000
2.900000e+001	1.000000e+000	9.686033e-001	4.613305e-001	1.776122e-001	5.163706e-001	5.150500e-003	2.181156e-003	7.300000e-007	8.037167e+000
3.000000e+001	1.000000e+000	8.967603e-001	4.901335e-001	1.887014e-001	6.839428e-001	2.430401e-004	4.371106e-003	7.300000e-007	7.866837e+000
3.100000e+001	1.000000e+000	6.819501e-001	2.581013e-001	9.936900e-002	2.049577e-001	5.240994e-003	1.750244e-003	7.300000e-007	7.777865e+000
3.200000e+001	1.000000e+000	1.177806e+000	4.882123e-001	1.879617e-001	9.719086e-001	3.146173e-003	3.057322e-003	7.300000e-007	7.573779e+000
3.300000e+001	1.000000e+000	3.278245e-001	7.888227e-002	3.036967e-002	5.937901e-001	3.445280e-003	4.291315e-003	7.300000e-007	8.845213e+000
3.400000e+001	1.000000e+000	1.329455e+000	5.107908e-001	1.966545e-001	9.296471e-001	6.949663e-004	4.540054e-003	7.300000e-007	7.485496e+000
3.500000e+001	1.000000e+000	1.025059e+000	1.692658e-001	6.516732e-002	5.492458e-001	4.484186e-003	4.325804e-003	7.300000e-007	8.587549e+000
3.600000e+001	1.000000e+000	1.045619e+000	8.757908e-002	3.371795e-002	3.548704e-001	3.290722e-003	9.633665e-004	7.300000e-007	4.402510e+000
3.700000e+001	1.000000e+000	1.220177e+000	4.624309e-001	1.780359e-001	1.477488e-001	1.929242e-003	4.644798e-004	7.300000e-007	6.653390e+000
3.800000e+001	1.000000e+000	8.873590e-001	1.503412e-001	5.788136e-002	2.517149e-001	2.969324e-003	2.004035e-003	7.300000e-007	6.043519e+000
3.900000e+001	1.000000e+000	8.990815e-001	3.583683e-001	1.379718e-001	1.835496e-001	3.013090e-004	1.842634e-003	7.300000e-007	7.083143e+000
4.000000e+001	1.000000e+000	6.043248e-001	7.507180e-002	2.890264e-002	1.572430e-001	1.793782e-003	7.414396e-005	7.300000e-007	3.178335e+000
4.100000e+001	1.000000e+000	1.123889e+000	5.431113e-001	2.090979e-001	5.901118e-001	2.780820e-003	2.432971e-003	7.300000e-007	7.613752e+000
4.200000e+001	1.000000e+000	7.502684e-001	1.986388e-001	7.647593e-002	1.394289e-001	7.493713e-004	2.804207e-003	7.300000e-007	5.589953e+000
4.300000e+001	1.000000e+000	5.696650e-001	1.920563e-001	7.394166e-002	9.810985e-001	1.203685e-003	1.474388e-003	7.300000e-007	7.960973e+000
4.400000e+001	1.000000e+000	3.083759e-001	3.008284e-001	1.158189e-001	8.621970e-001	8.133628e-004	5.588068e-004	7.300000e-007	7.842345e+000
4.500000e+001	1.000000e+000	1.225025e+000	2.532315e-001	9.749411e-002	3.898131e-001	1.529124e-005	4.233514e-003	7.300000e-007	7.162508e+000
4.600000e+001	1.000000e+000	4.126542e-001	5.479982e-001	2.109793e-001	9.190798e-001	1.753566e-003	8.647473e-004	7.300000e-007	7.647710e+000
4.700000e+001	1.000000e+000	2.621924e-001	4.519319e-001	1.739938e-001	3.147527e-001	3.242051e-004	3.054631e-003	7.300000e-007	9.938778e+000
4.800000e+001	1.000000e+000	5.930025e-001	2.847387e-001	1.096244e-001	5.924034e-001	1.312020e-003	1.322395e-003	7.300000e-007	8.374773e+000
4.900000e+001	1.000000e+000	1.130754e+000	3.676471e-001	1.415441e-001	7.206657e-001	1.346574e-003	1.088513e-003	7.300000e-007	7.558346e+000
5.000000e+001	1.000000e+000	9.824132e-001	1.444049e-001	5.559589e-002	8.438461e-001	2.399949e-003	4.117367e-003	7.300000e-007	8.582617e+000
5.100000e+001	1.000000e+000	4.667992e-001	2.317636e-001	8.922900e-002	3.729044e-001	1.829506e-003	1.242827e-003	7.300000e-007	8.295968e+000
5.200000e+001	1.000000e+000	1.072229e+000	3.398456e-001	1.308406e-001	6.584634e-001	2.272284e-003	2.575641e-003	7.300000e-007	7.972282e+000
5.300000e+001	1.000000e+000	1.426627e+000	4.246722e-001	1.634988e-001	3.071639e-001	2.416682e-003	3.867231e-003	7.300000e-007	7.083342e+000
5.400000e+001	1.000000e+000	5.861138e-001	3.330712e-001	1.282324e-001	1.483766e-001	5.143159e-003	4.193178e-003	7.300000e-007	9.058005e+000
5.500000e+001	1.000000e+000	1.073673e+000	2.785078e-001	1.072255e-001	4.880102e-001	1.489418e-003	1.585149e-003	7.300000e-007	7.689031e+000
5.600000e+001	1.000000e+000	4.427546e-001	4.261960e-001	1.640854e-001	8.660211e-001	2.664554e-003	1.312407e-003	7.300000e-007	8.174759e+000
5.700000e+001	1.000000e+000	1.019335e+000	2.280697e-001	8.780683e-002	4.912030e-001	4.479006e-003	1.647797e-003	7.300000e-007	7.897255e+000
5.800000e+001	1.000000e+000	6.288721e-001	3.124558e-001	1.202955e-001	1.790537e-001	3.940533e-003	2.296866e-003	7.300000e-007	8.147422e+000
5.900000e+001	1.000000e+000	7.146228e-001	3.686833e-001	1.419431e-001	5.872172e-001	1.692914e-003	1.473266e-003	7.300000e-007	8.206703e+000
6.000000e+001	1.000000e+000	1.480564e+000	2.996249e-001	1.153556e-001	9.133076e-002	4.357484e-003	1.791535e-003	7.300000e-007	5.292259e+000
6.100000e+001	1.000000e+000	5.809651e-001	2.796684e-001	1.076723e-001	2.558070e-001	1.760120e-003	2.821174e-003	7.300000e-007	8.337290e+000
6.200000e+001	1.000000e+000	6.850739e-001	3.410685e-001	1.313114e-001	5.278410e-001	2.164666e-003	1.780186e-003	7.300000e-007	8.445330e+000
6.300000e+001	1.000000e+000	2.110071e-001	1.853755e-001	7.136956e-002	8.305329e-001	1.832882e-003	3.605236e-003	7.300000e-007	1.065977e+001
6.400000e+001	1.000000e+000	5.293171e-001	2.783670e-001	1.071713e-001	4.867064e-001	3.385810e-003	4.968355e-003	7.300000e-007	1.020979e+001
6.500000e+001	1.000000e+000	6.432307e-001	4.458411e-001	1.716488e-001	1.922272e-001	1.751174e-003	2.312080e-003	7.300000e-007	8.183998e+000
6.600000e+001	1.000000e+000	8.227519e-001	5.695967e-001	2.192947e-001	9.300715e-001	1.352477e-003	3.898781e-003	7.300000e-007	7.650787e+000
6.700000e+001	1.000000e+000	1.077484e+000	2.204304e-001	8.486572e-002	2.516343e-001	7.472133e-004	3.526458e-003	7.300000e-007	6.756895e+000
6.800000e+001	1.000000e+000	6.144862e-001	5.721436e-002	2.202753e-002	4.630308e-001	4.016262e-003	4.713198e-003	7.300000e-007	6.990085e+000
6.900000e+001	1.000000e+000	5.393537e-001	5.804268e-001	2.234643e-001	8.787182e-001	1.930800e-003	2.324029e-003	7.300000e-007	7.767313e+000
7.000000e+001	1.000000e+000	1.173014e+000	1.061472e-001	4.086666e-002	7.578596e-001	3.458228e-003	9.428904e-004	7.300000e-007	6.303407e+000
7.100000e+001	1.000000e+000	1.227569e+000	5.966563e-001	2.297127e-001	8.257855e-001	5.319083e-003	2.270596e-003	7.300000e-007	7.503994e+000
7.200000e+001	1.000000e+000	6.519107e-001	1.398655e-001	5.384820e-002	3.316399e-001	2.462717e-003	2.204734e-003	7.300000e-007	7.045010e+000
7.300000e+001	1.000000e+000	4.129315e-001	5.837006e-001	2.247247e-001	9.204504e-001	5.259412e-003	1.430024e-004	7.300000e-007	7.498938e+000
7.400000e+001	1.000000e+000	6.138345e-001	4.731855e-001	1.821764e-001	7.805494e-001	1.466947e-003	4.818526e-003	7.300000e-007	8.350042e+000
7.500000e+001	1.000000e+000	1.029026e+000	2.176802e-001	8.380690e-002	2.312558e-001	2.981196e-003	3.146591e-003	7.300000e-007	6.763111e+000
7.600000e+001	1.000000e+000	1.292315e+000	5.312803e-001	2.045429e-001	6.033442e-002	5.714645e-003	1.696652e-003	7.300000e-007	6.563441e+000
7.700000e+001	1.000000e+000	9.258776e-001	5.640541e-001	2.171608e-001	5.616376e-001	2.890143e-003	1.147999e-003	7.300000e-007	7.681455e+000
7.800000e+001	1.000000e+000	1.408564e+000	5.119543e-001	1.971024e-001	4.874699e-001	5.258146e-003	2.373574e-003	7.300000e-007	7.384342e+000
7.900000e+001	1.000000e+000	9.084059e-001	5.543029e-001	2.134066e-001	5.826371e-001	3.593864e-003	3.800202e-003	7.300000e-007	7.996236e+000
8.000000e+001	1.000000e+000	8.143292e-001	4.659373e-001	1.793859e-001	2.955512e-001	1.993766e-003	6.904227e-004	7.300000e-007	7.722041e+000
8.100000e+001	1.000000e+000	8.612540e-001	2.344211e-001	9.025214e-002	5.790608e-001	5.980660e-003	3.672065e-003	7.300000e-007	9.016442e+000
