RUN           	REACH         	DISPERSION    	AREA          	AREA2         	AREA3         	ALPHA         	ALPHA3        	QLATIN        	Objective Func	Group Number  
0.000000e+000	1.000000e+000	5.000000e-001	3.000000e-001	1.155000e-001	3.000000e-001	1.000000e-004	1.000000e-004	7.300000e-007	6.132295e+000
1.000000e+000	1.000000e+000	1.193457e+000	3.274966e-001	1.260862e-001	7.465403e-002	4.765247e-003	1.612465e-003	7.300000e-007	5.850347e+000
2.000000e+000	1.000000e+000	9.630971e-001	9.657736e-001	3.718228e-001	9.470730e-001	2.408112e-003	8.534829e-004	7.300000e-007	7.215565e+000
3.000000e+000	1.000000e+000	7.584197e-001	6.204185e-001	2.388611e-001	9.338262e-001	1.650965e-003	4.961586e-003	7.300000e-007	7.685876e+000
4.000000e+000	1.000000e+000	9.155196e-001	7.886787e-002	3.036413e-002	1.622948e-001	1.573004e-003	2.061007e-003	7.300000e-007	2.457549e+000
5.000000e+000	1.000000e+000	7.622997e-001	5.881606e-001	2.264418e-001	3.058213e-001	4.541095e-003	1.736944e-003	7.300000e-007	8.136940e+000
6.000000e+000	1.000000e+000	2.255508e-001	9.530101e-001	3.669089e-001	2.712789e-001	1.196632e-003	3.690360e-003	7.300000e-007	8.940984e+000
7.000000e+000	1.000000e+000	1.040472e+000	1.887299e-002	7.266101e-003	6.383147e-001	1.843134e-003	1.225512e-003	7.300000e-007	3.952303e+000
8.000000e+000	1.000000e+000	1.154146e+000	2.541777e-001	9.785842e-002	3.549966e-001	9.707407e-005	1.393925e-003	7.300000e-007	7.044503e+000
9.000000e+000	1.000000e+000	1.398240e+000	7.300171e-001	2.810566e-001	5.679527e-001	1.848143e-003	5.853114e-004	7.300000e-007	7.053825e+000
1.000000e+001	1.000000e+000	4.269073e-001	7.278422e-001	2.802193e-001	6.443277e-001	2.616118e-003	3.813506e-003	7.300000e-007	8.257848e+000
1.100000e+001	1.000000e+000	1.266890e+000	9.988398e-002	3.845533e-002	9.400413e-001	2.572278e-003	5.206951e-004	7.300000e-007	5.213832e+000
1.200000e+001	1.000000e+000	2.334857e-001	6.841574e-001	2.634006e-001	2.322431e-002	2.482431e-003	2.423703e-003	7.300000e-007	1.055834e+001
1.300000e+001	1.000000e+000	8.084326e-001	6.171339e-002	2.375966e-002	9.269884e-001	3.671939e-003	4.547243e-003	7.300000e-007	8.183330e+000
1.400000e+001	1.000000e+000	7.990101e-001	9.532073e-002	3.669848e-002	4.755501e-001	3.083131e-003	3.617362e-003	7.300000e-007	7.634709e+000
1.500000e+001	1.000000e+000	8.497758e-001	2.461009e-001	9.474884e-002	2.374975e-001	3.045100e-004	4.750081e-003	7.300000e-007	7.315527e+000
1.600000e+001	1.000000e+000	3.410558e-001	3.184293e-001	1.225953e-001	1.404353e-001	4.374427e-003	4.920820e-003	7.300000e-007	1.202915e+001
1.700000e+001	1.000000e+000	6.186392e-001	1.053670e-002	4.056629e-003	1.203135e-001	1.326240e-003	1.380194e-003	7.300000e-007	3.974562e+000
1.800000e+001	1.000000e+000	1.173527e+000	4.918590e-001	1.893657e-001	4.147976e-001	3.471454e-003	3.248434e-003	7.300000e-007	7.624352e+000
1.900000e+001	1.000000e+000	3.156258e-001	7.333759e-001	2.823497e-001	5.887593e-001	2.943717e-003	8.008619e-004	7.300000e-007	8.093709e+000
2.000000e+001	1.000000e+000	7.477744e-001	8.234556e-001	3.170304e-001	8.478172e-001	2.665092e-003	3.566810e-003	7.300000e-007	7.515966e+000
2.100000e+001	1.000000e+000	6.996833e-001	4.708947e-001	1.812944e-001	5.065047e-001	9.959954e-004	4.835062e-003	7.300000e-007	8.480137e+000
2.200000e+001	1.000000e+000	1.624949e-001	1.181699e-001	4.549541e-002	3.813992e-001	1.266020e-003	2.232627e-003	7.300000e-007	7.747239e+000
2.300000e+001	1.000000e+000	3.211445e-001	2.924371e-001	1.125883e-001	8.708770e-001	4.202760e-003	3.938370e-003	7.300000e-007	1.089436e+001
2.400000e+001	1.000000e+000	1.372614e+000	5.898497e-001	2.270921e-001	9.733925e-001	3.629805e-003	4.985032e-003	7.300000e-007	7.465848e+000
2.500000e+001	1.000000e+000	5.062526e-001	8.209131e-001	3.160515e-001	6.856359e-001	3.198925e-004	3.802845e-003	7.300000e-007	7.613689e+000
